,0,1,2,3,4,5,6,7,8,9,10,11
1144,7C:66:9D:7B:2D:4A_-67,,,,,,,,,,,
1145,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F4:46_-85,BC:6A:29:BE:2F:23_-63,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:FD:83_-86,7C:66:9D:7B:2B:90_-88,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F6:76_-89,7C:66:9D:7B:29:FB_-73,,
1146,6C:EC:EB:1F:F6:65_-86,7C:66:9D:7B:29:FB_-75,,,,,,,,,,
1147,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,,,,,,,,,,
1148,BC:6A:29:BE:31:57_-76,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FA_-73,BC:6A:29:BE:2F:76_-78,,,,,,,,
1149,7C:66:9D:7B:2D:4A_-70,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:31:57_-67,,,,,,,,,
1150,BC:6A:29:BE:31:57_-53,6C:EC:EB:1F:FD:83_-89,BC:6A:29:BE:31:57_-53,6C:EC:EB:1F:FD:83_-89,6C:EC:EB:1F:F6:15_-79,,,,,,,
1151,,,,,,,,,,,,
1152,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-65,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:23_-93,7C:66:9D:7B:29:FA_-65,7C:66:9D:7B:2B:90_-73,,,,,
1153,,,,,,,,,,,,
1154,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:24_-92,,,,,,,,,
1155,6C:EC:EB:1F:F6:26_-93,,,,,,,,,,,
1156,7C:66:9D:7B:29:FA_-70,BC:6A:29:BE:31:57_-59,,,,,,,,,,
1157,6C:EC:EB:1F:FD:9B_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:FD:83_-86,,,,,,,,
1158,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:2F:76_-82,6C:EC:EB:1F:FD:83_-89,BC:6A:29:BE:31:57_-67,BC:6A:29:BE:2F:76_-82,7C:66:9D:7B:29:FA_-64,,,,,,
1159,6C:EC:EB:1F:F6:76_-76,,,,,,,,,,,
1160,BC:6A:29:BE:31:57_-91,,,,,,,,,,,
1161,BC:6A:29:BE:2F:23_-79,,,,,,,,,,,
1162,6C:EC:EB:1F:F6:55_-80,,,,,,,,,,,
1163,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-80,BC:6A:29:BE:2F:23_-79,,,,,,,,
1164,6C:EC:EB:1F:FD:83_-72,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:76_-69,,,,,,,,,
1165,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:24_-93,7C:66:9D:7B:2B:9F_-75,,,,,,,,,
1166,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F4:46_-63,BC:6A:29:BE:2F:23_-84,,,,,,,,,
1167,7C:66:9D:7B:2D:4A_-91,7C:66:9D:7B:29:FA_-69,,,,,,,,,,
1168,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F4:74_-89,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F6:24_-95,,,,,,,,
1169,6C:EC:EB:1F:F4:46_-92,6C:EC:EB:1F:F6:55_-85,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F4:46_-91,6C:EC:EB:1F:FD:9B_-92,,,,,,,
1170,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:FD:83_-70,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F4:74_-87,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F4:74_-87,6C:EC:EB:1F:F6:24_-78,,,
1171,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:FB:96_-96,7C:66:9D:7B:2B:90_-69,6C:EC:EB:1F:F6:65_-96,6C:EC:EB:1F:FB:C7_-86,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:2B:9F_-93,,,,,
1172,6C:EC:EB:1F:F6:76_-85,BC:6A:29:BE:31:57_-92,6C:EC:EB:1F:F4:46_-82,BC:6A:29:BE:31:57_-92,,,,,,,,
1173,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:90_-81,7C:66:9D:7B:29:FB_-70,,,,,,,,,
1174,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:F6:76_-75,,,,,,,,
1175,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,
1176,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:2B:9F_-68,,,,,,,,,,
1177,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F4:74_-58,6C:EC:EB:1F:F6:76_-85,7C:66:9D:7B:2B:9F_-86,,,,,,
1178,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:2B:9F_-63,6C:EC:EB:1F:F6:76_-80,7C:66:9D:7B:2B:9F_-63,6C:EC:EB:1F:F6:24_-85,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:74_-66,,,,
1179,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F6:24_-95,6C:EC:EB:1F:F4:46_-78,,,,,,,,,
1180,6C:EC:EB:1F:F6:65_-92,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-63,,,,,,,,
1181,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:24_-95,6C:EC:EB:1F:F6:65_-76,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F6:76_-73,7C:66:9D:7B:2B:9F_-86,,,,,
1182,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,,
1183,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F4:46_-76,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F4:74_-77,,,,
1184,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,
1185,7C:66:9D:7B:29:FB_-97,6C:EC:EB:1F:F6:76_-83,,,,,,,,,,
1186,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:F6:55_-91,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:26_-79,,,,,,,
1187,7C:66:9D:7B:2B:90_-81,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F6:26_-90,7C:66:9D:7B:29:FA_-84,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:FD:9B_-75,6C:EC:EB:1F:FB:96_-84,,,,,
1188,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,
1189,6C:EC:EB:1F:F4:74_-58,7C:66:9D:7B:2B:9F_-79,BC:6A:29:BE:2F:23_-94,,,,,,,,,
1190,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F4:74_-69,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F6:76_-76,7C:66:9D:7B:2B:9F_-74,,,,,,,
1191,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:65_-79,,,,,,,,,,
1192,BC:6A:29:BE:31:57_-58,,,,,,,,,,,
1193,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FB_-77,,,,,,,,,,
1194,6C:EC:EB:1F:FD:83_-64,6C:EC:EB:1F:F4:74_-81,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:FD:83_-65,,,,,,,,
1195,7C:66:9D:7B:2B:90_-88,6C:EC:EB:1F:F6:26_-91,6C:EC:EB:1F:F4:46_-81,BC:6A:29:BE:2F:23_-70,,,,,,,,
1196,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:29:FB_-87,,,,,,,,,,
1197,6C:EC:EB:1F:F6:15_-79,,,,,,,,,,,
1198,,,,,,,,,,,,
1199,6C:EC:EB:1F:F6:65_-86,BC:6A:29:BE:2F:23_-90,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:65_-86,,,,,,,,
1200,6C:EC:EB:1F:F4:46_-75,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:65_-72,,,,,,,,
1201,7C:66:9D:7B:2D:4A_-97,BC:6A:29:BE:2F:76_-82,7C:66:9D:7B:29:FB_-73,,,,,,,,,
1202,6C:EC:EB:1F:F4:46_-92,6C:EC:EB:1F:FD:83_-64,6C:EC:EB:1F:F6:55_-93,,,,,,,,,
1203,7C:66:9D:7B:29:FB_-77,,,,,,,,,,,
1204,6C:EC:EB:1F:F4:4F_-94,7C:66:9D:7B:29:FB_-66,BC:6A:29:BE:2F:23_-94,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FA_-77,,,,,,,
1205,7C:66:9D:7B:2B:90_-84,6C:EC:EB:1F:F6:26_-80,7C:66:9D:7B:2B:90_-85,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:46_-85,7C:66:9D:7B:2B:9F_-77,,,,,,
1206,,,,,,,,,,,,
1207,6C:EC:EB:1F:F6:26_-82,,,,,,,,,,,
1208,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:F6:76_-76,7C:66:9D:7B:2B:9F_-79,,,,,,,,,
1209,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-71,7C:66:9D:7B:2B:9F_-73,,,,,,,,,
1210,6C:EC:EB:1F:F6:24_-92,6C:EC:EB:1F:FD:83_-73,,,,,,,,,,
1211,6C:EC:EB:1F:F6:65_-81,,,,,,,,,,,
1212,6C:EC:EB:1F:F6:24_-90,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:24_-88,6C:EC:EB:1F:F4:74_-80,,,,,,,,
1213,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:FD:83_-93,6C:EC:EB:1F:F6:26_-90,,,,,,,,
1214,BC:6A:29:BE:2F:76_-60,7C:66:9D:7B:29:FA_-61,,,,,,,,,,
1215,6C:EC:EB:1F:F4:46_-68,7C:66:9D:7B:2B:9F_-86,BC:6A:29:BE:2F:23_-89,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-67,,,,,,,
1216,BC:6A:29:BE:31:57_-92,,,,,,,,,,,
1217,6C:EC:EB:1F:F4:74_-83,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F4:74_-83,,,,,,,
1218,6C:EC:EB:1F:F6:24_-96,7C:66:9D:7B:2B:9F_-84,6C:EC:EB:1F:F6:76_-97,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:24_-97,6C:EC:EB:1F:F4:46_-75,,,,,,
1219,6C:EC:EB:1F:F6:65_-91,BC:6A:29:BE:2F:23_-93,6C:EC:EB:1F:F6:55_-90,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:F6:26_-91,7C:66:9D:7B:29:FB_-80,,,,,,
1220,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:F6:55_-91,,,,,,,
1221,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:65_-72,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:2B:9F_-95,,,,,,,
1222,BC:6A:29:BE:2F:76_-87,BC:6A:29:BE:31:57_-54,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:55_-86,BC:6A:29:BE:31:57_-60,,,,,,,
1223,6C:EC:EB:1F:F4:4F_-94,7C:66:9D:7B:2B:90_-74,,,,,,,,,,
1224,6C:EC:EB:1F:F6:26_-70,7C:66:9D:7B:2B:90_-77,6C:EC:EB:1F:F4:46_-86,,,,,,,,,
1225,6C:EC:EB:1F:F6:15_-92,6C:EC:EB:1F:F6:24_-78,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:76_-76,7C:66:9D:7B:2B:9F_-76,,,,,,
1226,7C:66:9D:7B:29:FA_-84,BC:6A:29:BE:31:57_-92,7C:66:9D:7B:2B:9F_-96,,,,,,,,,
1227,6C:EC:EB:1F:F6:76_-61,,,,,,,,,,,
1228,7C:66:9D:7B:2B:90_-73,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:31:57_-60,6C:EC:EB:1F:F6:15_-71,BC:6A:29:BE:31:57_-60,7C:66:9D:7B:29:FA_-77,,,,,,
1229,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F6:65_-85,,,,,,,,,,
1230,6C:EC:EB:1F:FD:83_-94,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F6:15_-77,BC:6A:29:BE:31:57_-62,7C:66:9D:7B:29:FB_-80,,,,,,,
1231,6C:EC:EB:1F:F6:24_-79,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:65_-75,,,,,,,,,
1232,6C:EC:EB:1F:FD:83_-76,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F4:74_-88,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:76_-56,,,,
1233,6C:EC:EB:1F:F6:55_-77,6C:EC:EB:1F:F6:26_-93,,,,,,,,,,
1234,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F4:46_-87,7C:66:9D:7B:29:FB_-64,BC:6A:29:BE:2F:23_-62,7C:66:9D:7B:2B:90_-59,,,,,,,
1235,6C:EC:EB:1F:F6:76_-90,6C:EC:EB:1F:F6:15_-87,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,,,,,,,
1236,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,
1237,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,
1238,6C:EC:EB:1F:F6:65_-69,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:74_-85,6C:EC:EB:1F:F6:24_-74,7C:66:9D:7B:29:FB_-85,6C:EC:EB:1F:F4:74_-89,,,,,,
1239,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F4:46_-77,,,,,,,,
1240,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:2D:4A_-65,,,,,,,,,
1241,BC:6A:29:BE:31:57_-59,6C:EC:EB:1F:F6:55_-89,BC:6A:29:BE:31:57_-60,,,,,,,,,
1242,6C:EC:EB:1F:F6:55_-93,6C:EC:EB:1F:F4:46_-81,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:FD:83_-78,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F4:46_-80,,,,,,
1243,6C:EC:EB:1F:F6:65_-87,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,
1244,6C:EC:EB:1F:FB:96_-92,BC:6A:29:BE:2F:76_-94,6C:EC:EB:1F:FB:96_-92,7C:66:9D:7B:29:FB_-62,,,,,,,,
1245,7C:66:9D:7B:2B:9F_-92,6C:EC:EB:1F:F6:65_-88,7C:66:9D:7B:2B:9F_-91,BC:6A:29:BE:2F:23_-76,,,,,,,,
1246,7C:66:9D:7B:2B:90_-67,6C:EC:EB:1F:F6:26_-90,BC:6A:29:BE:31:57_-58,7C:66:9D:7B:2B:90_-67,7C:66:9D:7B:29:FB_-76,6C:EC:EB:1F:F6:26_-93,,,,,,
1247,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F6:24_-97,,,,,,,,,,
1248,BC:6A:29:BE:31:57_-84,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FA_-89,,,,,,,,,
1249,7C:66:9D:7B:2D:4A_-92,,,,,,,,,,,
1250,6C:EC:EB:1F:F4:74_-97,BC:6A:29:BE:31:57_-83,6C:EC:EB:1F:F6:15_-96,,,,,,,,,
1251,BC:6A:29:BE:2F:76_-85,6C:EC:EB:1F:FD:83_-79,,,,,,,,,,
1252,7C:66:9D:7B:29:FB_-80,,,,,,,,,,,
1253,,,,,,,,,,,,
1254,,,,,,,,,,,,
1255,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:2B:90_-81,,,,,,,,,,
1256,7C:66:9D:7B:2B:9F_-97,6C:EC:EB:1F:F6:76_-75,7C:66:9D:7B:29:FB_-81,6C:EC:EB:1F:F6:65_-82,7C:66:9D:7B:2B:9F_-82,BC:6A:29:BE:2F:23_-78,,,,,,
1257,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F4:74_-82,,,,,,,,,
1258,7C:66:9D:7B:29:FB_-91,6C:EC:EB:1F:F6:55_-86,6C:EC:EB:1F:F6:76_-77,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:FD:83_-79,,,
1259,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F4:74_-79,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:65_-73,,,,,,,,
1260,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,
1261,BC:6A:29:BE:31:57_-61,7C:66:9D:7B:2B:9F_-90,7C:66:9D:7B:2B:90_-73,6C:EC:EB:1F:F4:46_-91,7C:66:9D:7B:2B:90_-73,,,,,,,
1262,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F6:65_-93,6C:EC:EB:1F:F6:65_-93,,,,,,,,,
1263,BC:6A:29:BE:2F:23_-84,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:F6:76_-89,,,,,,,
1264,BC:6A:29:BE:2F:23_-69,6C:EC:EB:1F:FD:9B_-71,,,,,,,,,,
1265,,,,,,,,,,,,
1266,6C:EC:EB:1F:F4:74_-75,,,,,,,,,,,
1267,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:FD:83_-89,6C:EC:EB:1F:F4:74_-69,,,,,,,,
1268,7C:66:9D:7B:2B:90_-94,6C:EC:EB:1F:F6:24_-90,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F4:74_-86,7C:66:9D:7B:2B:9F_-72,,,,,,,
1269,6C:EC:EB:1F:F4:74_-63,BC:6A:29:BE:2F:23_-96,6C:EC:EB:1F:FD:83_-80,,,,,,,,,
1270,6C:EC:EB:1F:F4:46_-70,BC:6A:29:BE:2F:23_-66,,,,,,,,,,
1271,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FA_-73,,,,,,,,,,
1272,,,,,,,,,,,,
1273,BC:6A:29:BE:31:57_-72,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:2B:90_-74,,,,,,,,,
1274,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:90_-82,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FB_-89,,,,,
1275,7C:66:9D:7B:29:FA_-90,BC:6A:29:BE:31:57_-85,7C:66:9D:7B:29:FA_-89,,,,,,,,,
1276,BC:6A:29:BE:2F:23_-68,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F6:2D_-95,6C:EC:EB:1F:F6:55_-85,6C:EC:EB:1F:F6:55_-84,,,,,,,
1277,BC:6A:29:BE:2F:23_-90,7C:66:9D:7B:29:FB_-90,BC:6A:29:BE:31:57_-83,7C:66:9D:7B:29:FB_-89,,,,,,,,
1278,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F4:46_-66,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F4:46_-67,7C:66:9D:7B:2B:9F_-72,,,,,,
1279,7C:66:9D:7B:2B:90_-70,7C:66:9D:7B:29:FB_-83,BC:6A:29:BE:31:57_-59,,,,,,,,,
1280,7C:66:9D:7B:29:FB_-66,6C:EC:EB:1F:FD:83_-81,7C:66:9D:7B:2B:90_-85,6C:EC:EB:1F:FD:83_-82,7C:66:9D:7B:29:FB_-65,6C:EC:EB:1F:F6:26_-86,,,,,,
1281,7C:66:9D:7B:2B:90_-65,,,,,,,,,,,
1282,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:F6:65_-87,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F4:46_-76,,,,,,,
1283,6C:EC:EB:1F:F6:65_-96,7C:66:9D:7B:2B:9F_-85,6C:EC:EB:1F:F4:46_-87,7C:66:9D:7B:29:FB_-99,7C:66:9D:7B:2B:9F_-85,,,,,,,
1284,BC:6A:29:BE:2F:23_-79,,,,,,,,,,,
1285,,,,,,,,,,,,
1286,6C:EC:EB:1F:F4:74_-73,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:26_-86,,,,,,,,
1287,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:FD:83_-92,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F6:65_-83,,,,,,
1288,BC:6A:29:BE:2F:76_-79,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:29:FA_-72,,,,,,
1289,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,,,,,,,,,,
1290,,,,,,,,,,,,
1291,6C:EC:EB:1F:F6:65_-83,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:29:FB_-80,6C:EC:EB:1F:F4:46_-86,,,,,,,,
1292,7C:66:9D:7B:29:FB_-83,BC:6A:29:BE:2F:76_-82,,,,,,,,,,
1293,6C:EC:EB:1F:FD:83_-81,,,,,,,,,,,
1294,7C:66:9D:7B:2B:9F_-78,BC:6A:29:BE:2F:23_-62,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:24_-70,,,,,,,,
1295,6C:EC:EB:1F:F4:46_-75,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F6:65_-78,7C:66:9D:7B:2B:9F_-66,,,,,,,
1296,6C:EC:EB:1F:F4:46_-84,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-81,BC:6A:29:BE:2F:23_-78,,,,,,
1297,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:65_-64,6C:EC:EB:1F:F6:26_-79,7C:66:9D:7B:2B:90_-83,,,,,,,,
1298,6C:EC:EB:1F:F6:76_-81,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FB_-78,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:15_-82,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:15_-83,,,,,
1299,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,
1300,7C:66:9D:7B:29:FB_-78,BC:6A:29:BE:31:57_-93,BC:6A:29:BE:2F:23_-96,,,,,,,,,
1301,6C:EC:EB:1F:F6:24_-75,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:29:FB_-78,6C:EC:EB:1F:FD:83_-67,6C:EC:EB:1F:FD:83_-67,6C:EC:EB:1F:F4:46_-72,7C:66:9D:7B:2B:9F_-74,,,,,
1302,7C:66:9D:7B:29:FB_-90,7C:66:9D:7B:2B:9F_-75,,,,,,,,,,
1303,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:76_-69,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:76_-67,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:65_-44,,,,,
1304,BC:6A:29:BE:2F:23_-81,7C:66:9D:7B:29:FA_-82,,,,,,,,,,
1305,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:29:FA_-78,,,,,,,,,,
1306,6C:EC:EB:1F:F6:26_-74,BC:6A:29:BE:2F:23_-71,6C:EC:EB:1F:F6:76_-77,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F4:74_-76,,,,,,,
1307,BC:6A:29:BE:2F:23_-54,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-86,7C:66:9D:7B:29:FB_-76,,,,,,,,
1308,,,,,,,,,,,,
1309,7C:66:9D:7B:2D:4A_-92,,,,,,,,,,,
1310,6C:EC:EB:1F:F4:74_-73,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F4:74_-74,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:26_-90,,,,,,,
1311,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F4:46_-81,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-78,,,,,,,
1312,7C:66:9D:7B:2B:9F_-86,,,,,,,,,,,
1313,6C:EC:EB:1F:F6:26_-92,6C:EC:EB:1F:F6:76_-90,,,,,,,,,,
1314,6C:EC:EB:1F:F6:24_-64,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:2B:90_-74,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:55_-88,6C:EC:EB:1F:F6:24_-64,6C:EC:EB:1F:F4:46_-76,,,,,
1315,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:24_-70,7C:66:9D:7B:29:FB_-74,6C:EC:EB:1F:F6:24_-72,6C:EC:EB:1F:F6:65_-67,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F6:24_-72,,,,,
1316,BC:6A:29:BE:31:57_-68,7C:66:9D:7B:29:FA_-70,,,,,,,,,,
1317,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:76_-89,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F4:74_-86,BC:6A:29:BE:2F:23_-70,,,,,,
1318,BC:6A:29:BE:31:57_-62,7C:66:9D:7B:29:FB_-76,BC:6A:29:BE:31:57_-61,,,,,,,,,
1319,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,
1320,6C:EC:EB:1F:F6:24_-74,,,,,,,,,,,
1321,7C:66:9D:7B:29:FA_-63,BC:6A:29:BE:2F:76_-84,BC:6A:29:BE:31:57_-62,,,,,,,,,
