,0,1,2,3,4,5,6,7,8,9,10,11
553,7C:66:9D:7B:29:FB_-88,7C:66:9D:7B:29:FB_-88,7C:66:9D:7B:29:FB_-88,,,,,,,,,
554,BC:6A:29:BE:2F:76_-59,,,,,,,,,,,
555,6C:EC:EB:1F:F6:65_-66,BC:6A:29:BE:2F:23_-73,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:65_-66,,,,,,
556,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F4:74_-88,,,,,,,,
557,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,,,,,,,,,,
558,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,,,,,,,,,,
559,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FA_-71,,,,,,,,,,
560,BC:6A:29:BE:31:57_-74,6C:EC:EB:1F:F6:65_-84,BC:6A:29:BE:31:57_-74,,,,,,,,,
561,6C:EC:EB:1F:FD:9B_-89,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:FD:9B_-89,6C:EC:EB:1F:FD:9B_-89,,,,,,,,
562,7C:66:9D:7B:2B:90_-88,6C:EC:EB:1F:F6:24_-74,,,,,,,,,,
563,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,,,,,,,,
564,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:26_-77,,,,,,,
565,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:26_-88,,,,,,,,,
566,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F6:76_-87,,,,,,,,
567,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F6:26_-69,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F6:26_-69,6C:EC:EB:1F:F6:26_-69,,,,,,,
568,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F6:76_-91,6C:EC:EB:1F:F6:65_-83,,,,,,,,,
569,6C:EC:EB:1F:F6:55_-86,6C:EC:EB:1F:F6:15_-79,6C:EC:EB:1F:F6:55_-86,,,,,,,,,
570,BC:6A:29:BE:2F:23_-70,BC:6A:29:BE:2F:23_-70,,,,,,,,,,
571,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,
572,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:26_-79,,,,,,,
573,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,,,,,,,,,,
574,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,
575,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:15_-76,,,,,,,,,,
576,7C:66:9D:7B:29:FB_-85,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,,,,,
577,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,,,,,,,,,
578,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F6:76_-75,,,,,,,,
579,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,,,,,,,,,
580,BC:6A:29:BE:2F:23_-70,,,,,,,,,,,
581,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,BC:6A:29:BE:31:57_-70,,,,,,,,,
582,7C:66:9D:7B:29:FB_-81,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FB_-81,,,,,,,
583,6C:EC:EB:1F:F6:65_-68,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,
584,6C:EC:EB:1F:F6:24_-75,7C:66:9D:7B:2B:9F_-68,,,,,,,,,,
585,,,,,,,,,,,,
586,BC:6A:29:BE:2F:23_-77,BC:6A:29:BE:2F:23_-77,BC:6A:29:BE:2F:23_-77,,,,,,,,,
587,6C:EC:EB:1F:FD:83_-63,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,
588,6C:EC:EB:1F:F4:74_-60,6C:EC:EB:1F:F4:74_-60,6C:EC:EB:1F:F4:74_-60,6C:EC:EB:1F:F4:74_-60,6C:EC:EB:1F:F4:74_-60,,,,,,,
589,BC:6A:29:BE:31:57_-89,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:31:57_-90,,,,
590,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,
591,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-70,,,,,,,,,,
592,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,
593,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,
594,6C:EC:EB:1F:F6:55_-83,6C:EC:EB:1F:F6:55_-82,,,,,,,,,,
595,BC:6A:29:BE:2F:76_-61,,,,,,,,,,,
596,7C:66:9D:7B:29:FB_-62,BC:6A:29:BE:2F:23_-66,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,
597,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,,,,,,,,,
598,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,,,,,,,,,,
599,7C:66:9D:7B:2B:90_-84,6C:EC:EB:1F:FB:C7_-91,6C:EC:EB:1F:F6:15_-88,7C:66:9D:7B:2B:90_-84,,,,,,,,
600,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,,,
601,BC:6A:29:BE:31:57_-70,,,,,,,,,,,
602,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:29:FB_-72,,,,,,,,,,
603,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,,,,,,,,
604,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,,,,,,,,
605,6C:EC:EB:1F:F6:24_-67,6C:EC:EB:1F:F6:24_-67,,,,,,,,,,
606,6C:EC:EB:1F:F6:15_-89,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:F6:55_-82,,,,,,,,
607,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:65_-88,,,,,,,,,
608,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,
609,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,,
610,7C:66:9D:7B:2B:9F_-66,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F4:74_-78,7C:66:9D:7B:2B:9F_-66,,,,,,,,
611,7C:66:9D:7B:29:FB_-79,,,,,,,,,,,
612,BC:6A:29:BE:31:57_-81,6C:EC:EB:1F:F6:55_-78,6C:EC:EB:1F:F6:55_-78,,,,,,,,,
613,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,
614,BC:6A:29:BE:2F:76_-77,BC:6A:29:BE:2F:76_-77,BC:6A:29:BE:2F:76_-77,BC:6A:29:BE:2F:76_-77,,,,,,,,
615,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,,,,,,,,,
616,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F6:65_-93,6C:EC:EB:1F:F4:46_-83,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F4:74_-88,,,,,,
617,,,,,,,,,,,,
618,6C:EC:EB:1F:FD:83_-76,7C:66:9D:7B:2B:9F_-66,7C:66:9D:7B:2B:9F_-66,,,,,,,,,
619,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,,,,,,
620,7C:66:9D:7B:2B:9F_-66,7C:66:9D:7B:2B:9F_-66,,,,,,,,,,
621,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,,,,,,,,
622,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,,,,,,,,,
623,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,,,,,,,,
624,7C:66:9D:7B:2B:90_-73,,,,,,,,,,,
625,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,
626,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FA_-80,,,,,,,,
627,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,,,,,,,
628,7C:66:9D:7B:29:FA_-63,,,,,,,,,,,
629,,,,,,,,,,,,
630,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:65_-82,,,,,
631,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-67,,,,,,,
632,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,
633,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,,,,,,,,,
634,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,
635,6C:EC:EB:1F:F6:65_-88,,,,,,,,,,,
636,7C:66:9D:7B:2D:4A_-76,7C:66:9D:7B:2D:4A_-76,7C:66:9D:7B:29:FA_-75,,,,,,,,,
637,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,BC:6A:29:BE:31:57_-82,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,7C:66:9D:7B:29:FB_-60,
638,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,,,,,,,,
639,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:2B:9F_-69,BC:6A:29:BE:2F:23_-77,BC:6A:29:BE:2F:23_-77,,,,,,,,
640,6C:EC:EB:1F:F6:55_-86,20:CD:39:7D:42:D1_-93,6C:EC:EB:1F:F6:55_-86,6C:EC:EB:1F:F6:55_-86,7C:66:9D:7B:29:FB_-61,,,,,,,
641,7C:66:9D:7B:29:FB_-67,,,,,,,,,,,
642,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,,,,,,,,,
643,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:31:57_-82,,,,,,,,,,
644,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:FB:96_-91,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F6:24_-91,,,,,,,
645,6C:EC:EB:1F:F6:55_-88,6C:EC:EB:1F:F6:55_-88,6C:EC:EB:1F:F6:55_-88,,,,,,,,,
646,7C:66:9D:7B:2B:9F_-80,,,,,,,,,,,
647,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F4:74_-68,,,,,,,,,
648,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,,,,,,,,
649,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,,,,,,
650,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FB_-62,,,,,,,,,,
651,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F4:74_-71,BC:6A:29:BE:2F:23_-85,,,
652,,,,,,,,,,,,
653,7C:66:9D:7B:29:FA_-72,7C:66:9D:7B:29:FA_-71,,,,,,,,,,
654,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,,,,,,,,,
655,,,,,,,,,,,,
656,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,,,,,,,,
657,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,
658,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,,,,,,,,,
659,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,
660,7C:66:9D:7B:29:FB_-76,6C:EC:EB:1F:F4:46_-87,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,6C:EC:EB:1F:F6:26_-70,7C:66:9D:7B:29:FB_-76,,,,,,
661,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,,,,,,,,,
662,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:F4:46_-73,,,,,,,,,
663,,,,,,,,,,,,
664,BC:6A:29:BE:2F:23_-76,,,,,,,,,,,
665,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,
666,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,
667,BC:6A:29:BE:31:57_-90,BC:6A:29:BE:31:57_-90,,,,,,,,,,
668,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,,
669,6C:EC:EB:1F:F6:76_-66,6C:EC:EB:1F:F6:76_-66,6C:EC:EB:1F:F6:76_-66,,,,,,,,,
670,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,,,,,,,,
671,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F6:15_-85,,,,,,,,,,
672,7C:66:9D:7B:2B:9F_-62,7C:66:9D:7B:2B:9F_-69,,,,,,,,,,
673,6C:EC:EB:1F:F4:74_-73,6C:EC:EB:1F:F4:74_-73,6C:EC:EB:1F:F4:74_-73,6C:EC:EB:1F:F4:46_-81,,,,,,,,
674,7C:66:9D:7B:29:FA_-77,7C:66:9D:7B:29:FA_-77,,,,,,,,,,
675,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F4:46_-76,,,,,,,,,,
676,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,,,,
677,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,,,,,,,,,
678,BC:6A:29:BE:2F:23_-75,BC:6A:29:BE:2F:23_-75,,,,,,,,,,
679,7C:66:9D:7B:2B:9F_-67,7C:66:9D:7B:2B:9F_-67,7C:66:9D:7B:2B:9F_-67,,,,,,,,,
680,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,,,,,,,
681,6C:EC:EB:1F:F4:74_-70,BC:6A:29:BE:31:57_-72,,,,,,,,,,
682,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F4:74_-71,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,,,,,,
683,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,,,,,,,,,,
684,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:76_-86,,,,,,,
685,,,,,,,,,,,,
686,6C:EC:EB:1F:F6:76_-80,BC:6A:29:BE:2F:23_-82,,,,,,,,,,
687,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,6C:EC:EB:1F:F4:46_-95,7C:66:9D:7B:29:FB_-80,,,,
688,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,,,,,,,,,
689,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,,,,,,,,
690,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,,,,,,,,,,
691,,,,,,,,,,,,
692,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,
693,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,
694,7C:66:9D:7B:2B:90_-69,6C:EC:EB:1F:F6:2D_-95,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,BC:6A:29:BE:2F:23_-76,,,,,
695,6C:EC:EB:1F:F4:74_-75,,,,,,,,,,,
696,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,,,,,,,
697,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,,,,,,,
698,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,
699,6C:EC:EB:1F:FD:83_-85,6C:EC:EB:1F:FD:83_-85,6C:EC:EB:1F:FD:83_-85,6C:EC:EB:1F:FD:83_-85,,,,,,,,
700,BC:6A:29:BE:2F:76_-66,7C:66:9D:7B:2D:4A_-68,7C:66:9D:7B:2D:4A_-68,,,,,,,,,
701,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F6:65_-83,7C:66:9D:7B:2B:9F_-72,BC:6A:29:BE:2F:23_-82,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,
702,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,
703,7C:66:9D:7B:29:FB_-69,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:29:FB_-69,,,,,,
704,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,,
705,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,,,,,,,,,
706,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,,,,,,
707,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,,,,,,,,,
708,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,,,,,,,,,,
709,6C:EC:EB:1F:F6:24_-74,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,,,,,,,,,
710,,,,,,,,,,,,
711,BC:6A:29:BE:2F:76_-80,BC:6A:29:BE:2F:76_-80,,,,,,,,,,
712,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,,,,,,,,,,
713,BC:6A:29:BE:2F:23_-84,BC:6A:29:BE:31:57_-85,,,,,,,,,,
714,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:46_-76,,,,,,,,,,
715,7C:66:9D:7B:2B:9F_-68,7C:66:9D:7B:2B:9F_-68,6C:EC:EB:1F:F6:26_-86,7C:66:9D:7B:2B:9F_-68,7C:66:9D:7B:2B:9F_-68,,,,,,,
716,6C:EC:EB:1F:F6:65_-85,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,
717,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,
718,6C:EC:EB:1F:F6:65_-56,6C:EC:EB:1F:F6:65_-56,,,,,,,,,,
719,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:31:57_-60,,,,,,,,,,
720,6C:EC:EB:1F:F6:2D_-85,6C:EC:EB:1F:F6:2D_-85,6C:EC:EB:1F:F6:2D_-85,6C:EC:EB:1F:F6:2D_-85,6C:EC:EB:1F:F6:2D_-85,,,,,,,
721,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:24_-80,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:65_-82,,,,,,,,
722,6C:EC:EB:1F:F6:15_-92,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:29:FB_-75,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F4:74_-90,6C:EC:EB:1F:F6:65_-80
723,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,,,,,,,,
724,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,,,,,,,,
725,BC:6A:29:BE:31:57_-86,,,,,,,,,,,
726,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,,,,,,,,
727,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:65_-73,,,,,,,,,,
728,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,,,,,,,
729,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,
730,6C:EC:EB:1F:F6:15_-84,6C:EC:EB:1F:F6:15_-84,,,,,,,,,,
731,BC:6A:29:BE:31:57_-70,BC:6A:29:BE:31:57_-70,,,,,,,,,,
732,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:65_-86,,,,,,,,,
733,6C:EC:EB:1F:F6:55_-77,6C:EC:EB:1F:F6:55_-77,BC:6A:29:BE:2F:76_-89,6C:EC:EB:1F:F6:55_-77,6C:EC:EB:1F:F6:55_-69,6C:EC:EB:1F:F6:55_-77,BC:6A:29:BE:31:57_-85,,,,,
734,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F4:46_-73,,,,,,,,,,
735,6C:EC:EB:1F:F4:74_-57,6C:EC:EB:1F:F4:74_-57,,,,,,,,,,
736,,,,,,,,,,,,
737,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:74_-68,,
738,6C:EC:EB:1F:F4:74_-80,,,,,,,,,,,
739,7C:66:9D:7B:29:FB_-81,6C:EC:EB:1F:F6:26_-76,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,6C:EC:EB:1F:F6:65_-60,7C:66:9D:7B:29:FB_-80,,,,,
