reference_tag,coordinate_x,coordinate_y,cluster_tag,direction_tag,6C:EC:EB:1F:FB:96,6C:EC:EB:1F:F4:4F,6C:EC:EB:1F:F8:E8,6C:EC:EB:1F:FB:C7,6C:EC:EB:1F:FD:9B,20:CD:39:7D:42:D1,6C:EC:EB:1F:FB:B0,6C:EC:EB:1F:FD:8E,6C:EC:EB:1F:F4:46,6C:EC:EB:1F:F4:74,6C:EC:EB:1F:F6:24,6C:EC:EB:1F:FD:83,6C:EC:EB:1F:F6:26,6C:EC:EB:1F:F6:65,6C:EC:EB:1F:F6:76,6C:EC:EB:1F:F6:55,6C:EC:EB:1F:F6:15,6C:EC:EB:1F:F6:2D,7C:66:9D:7B:2B:9F,BC:6A:29:BE:2F:23,7C:66:9D:7B:29:FB,7C:66:9D:7B:2B:90,BC:6A:29:BE:31:57,7C:66:9D:7B:29:FA,BC:6A:29:BE:2F:76,7C:66:9D:7B:2D:4A
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-90.33333333333331,-128.0,-93.0,-128,-128.0,-128.0,-86.0,-88.0,-76.0,-128.0,-128.0,-71.66666666666667,-86.33333333333331,-84.0,-128.0,-84.0,-85.0,-67.0,-75.0,-128.0,-128.0,-128.0
18,26.342,6.574,17,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-70.0
5,13.253,7.5539999999999985,4,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-83.5,-82.75,-128.0,-128.0,-128.0,-78.0,-73.33333333333333,-128.0,-128.0,-128.0,-128.0,-86.33333333333331,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
9,10.414,7.124,8,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-76.5,-73.0,-81.0,-74.75,-128.0,-128.0,-91.0,-95.0,-128.0,-95.0,-69.2,-70.5,-82.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-80.0,-83.0,-71.0,-61.5,-84.0,-58.6,-67.6,-86.0,-128.0,-128.0,-74.5,-78.0,-128.0,-77.0,-128.0,-128.0,-128.0,-128.0
11,2.736,1.181,10,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-87.2,-96.0,-90.0,-128.0,-128.0,-128.0
1,10.446,10.737,0,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-70.66666666666667,-74.0,-128.0,-128.0,-91.0,-87.0,-83.6,-128.0,-128.0,-128.0,-70.2,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
13,10.474,1.181,12,1,-128.0,-90.0,-128.0,-128.0,-76.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-94.0,-128.0,-128.0,-75.0,-128.0,-88.0,-74.0,-72.0,-128.0,-74.33333333333333,-84.5,-128.0,-128.0,-128.0
19,23.37,1.181,18,1,-128.0,-128.0,-128.0,-128.0,-99.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-91.0,-128.0,-128.0,-128.0,-128.0,-73.8,-69.2,-59.2,-75.2,-93.5,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-81.0,-128.0,-73.0,-61.66666666666666,-81.5,-56.75,-67.5,-128.0,-128.0,-128.0,-75.0,-128.0,-80.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-78.0,-80.25,-83.0,-71.0,-87.0,-67.33333333333333,-81.5,-128.0,-128.0,-128.0,-84.0,-72.0,-89.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-77.0,-81.0,-128.0,-70.0,-92.5,-68.25,-128.0,-128.0,-128.0,-128.0,-86.5,-73.0,-91.0,-128.0,-128.0,-128.0,-128.0,-128.0
1,10.446,10.737,0,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-86.0,-77.33333333333333,-94.5,-90.33333333333331,-128.0,-128.0,-86.0,-128.0,-128.0,-128.0,-74.75,-82.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-88.0,-128.0,-128.0,-128.0,-128.0,-67.33333333333333,-68.33333333333333,-74.5,-128.0,-128.0,-128.0,-64.0,-77.0,-128.0,-128.0,-128.0
11,2.736,1.181,10,1,-128.0,-128.0,-128.0,-128.0,-89.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-96.0,-84.66666666666667,-91.0,-89.0,-92.0,-128.0,-128.0
17,26.342,3.903,16,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-90.0,-66.0,-57.0,-79.0
2,14.227,10.88,1,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-80.25,-60.0,-82.0,-84.0,-86.0,-88.0,-79.0,-128.0,-128.0,-128.0,-81.25,-80.0,-128.0,-86.0,-90.0,-128.0,-128.0,-128.0
5,13.253,7.5539999999999985,4,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-83.25,-84.0,-90.5,-71.0,-80.0,-73.0,-72.0,-128.0,-128.0,-128.0,-65.5,-128.0,-128.0,-92.0,-128.0,-128.0,-128.0,-128.0
11,2.736,1.181,10,1,-128.0,-128.0,-128.0,-128.0,-89.8,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-83.8,-89.0,-88.5,-128.0,-128.0,-128.0
13,10.474,1.181,12,1,-128.0,-88.0,-128.0,-128.0,-75.0,-128.0,-128.0,-128,-88.0,-128.0,-87.0,-88.0,-128.0,-128.0,-128.0,-81.5,-128.0,-128.0,-128.0,-84.0,-128.0,-71.66666666666667,-88.0,-83.0,-128.0,-128.0
11,2.736,1.181,10,1,-128.0,-128.0,-128.0,-128.0,-95.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-90.5,-95.5,-94.0,-128.0,-128.0,-128.0
13,10.474,1.181,12,1,-128.0,-128.0,-128.0,-128.0,-96.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-82.33333333333333,-88.0,-85.0,-128.0,-78.33333333333333,-73.0,-72.0,-84.66666666666667,-128.0,-128.0,-128.0
16,26.342,1.181,15,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-92.0,-77.0,-71.25,-65.33333333333333,-77.5,-79.75,-71.0
21,10.414,6.129,20,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-83.5,-85.33333333333333,-75.0,-70.0,-90.0,-84.33333333333333,-128.0,-128.0,-128.0,-128.0,-128.0,-60.0,-82.66666666666667,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-79.0,-84.0,-71.66666666666667,-61.0,-75.5,-57.25,-73.0,-88.0,-128.0,-128.0,-80.0,-70.66666666666667,-81.6,-82.0,-128.0,-128.0,-128.0,-128.0
18,26.342,6.574,17,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-70.0,-72.6,-70.25
21,10.414,6.129,20,1,-128.0,-128.0,-128.0,-128.0,-93.0,-128.0,-128.0,-128,-128.0,-73.5,-70.0,-128.0,-128.0,-79.0,-74.33333333333333,-80.0,-128.0,-86.0,-128.0,-61.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-74.0,-128.0,-75.0,-62.75,-77.5,-58.0,-75.5,-89.0,-128.0,-128.0,-78.0,-68.0,-79.5,-82.0,-88.0,-128.0,-128.0,-128.0
2,14.227,10.88,1,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-73.33333333333333,-56.0,-83.33333333333333,-80.0,-87.0,-79.5,-76.0,-128.0,-128.0,-128.0,-128.0,-79.0,-128.0,-128.0,-90.66666666666669,-128.0,-128.0,-128.0
17,26.342,3.903,16,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-65.75,-57.0,-70.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-80.0,-88.0,-70.5,-60.0,-79.33333333333333,-56.75,-67.0,-87.0,-128.0,-128.0,-74.0,-76.0,-81.0,-78.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-77.75,-80.66666666666667,-74.0,-71.5,-86.33333333333331,-67.0,-128.0,-128.0,-128.0,-128.0,-85.0,-72.0,-88.66666666666669,-82.0,-98.0,-128.0,-128.0,-128.0
19,23.37,1.181,18,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-76.2,-74.8,-69.66666666666667,-83.25,-81.66666666666667,-128.0
16,26.342,1.181,15,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-78.66666666666667,-79.25,-68.2,-79.6,-71.0,-88.5
12,6.474,1.181,11,1,-128.0,-128.0,-128.0,-128.0,-70.4,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-85.0,-65.2,-76.66666666666667,-79.33333333333333,-81.0,-128.0,-128.0
4,14.227,8.273,3,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-76.5,-128.0,-82.0,-71.33333333333333,-76.5,-83.0,-76.0,-128.0,-128.0,-128.0,-80.33333333333333,-81.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
17,26.342,3.903,16,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-67.66666666666667,-59.0,-71.2
10,10.474,5.134,9,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-90.0,-128.0,-128.0,-76.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-89.0,-67.0,-72.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-81.2,-81.0,-80.0,-75.0,-90.5,-69.0,-87.66666666666669,-128.0,-128.0,-128.0,-128.0,-78.33333333333333,-92.5,-88.0,-128.0,-128.0,-128.0,-128.0
1,10.446,10.737,0,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-70.0,-82.0,-88.0,-128.0,-128.0,-77.5,-82.0,-128.0,-128.0,-128.0,-77.25,-76.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-82.0,-128.0,-72.8,-61.8,-79.66666666666667,-56.75,-67.0,-128.0,-128.0,-128.0,-76.0,-77.0,-82.0,-77.0,-128.0,-128.0,-128.0,-128.0
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-81.33333333333333,-128.0,-74.0,-128.0,-128.0,-69.0,-71.0,-128.0,-128.0,-81.66666666666667,-128.0,-67.0,-71.66666666666667,-128.0,-128.0,-128.0
13,10.474,1.181,12,1,-86.33333333333331,-128.0,-128.0,-128.0,-76.0,-128.0,-90.0,-128,-92.0,-89.0,-87.0,-77.0,-128.0,-128.0,-128.0,-75.0,-94.0,-88.0,-77.66666666666667,-77.33333333333333,-62.5,-74.66666666666667,-84.0,-80.0,-128.0,-128.0
7,14.227,4.933,6,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-83.0,-79.33333333333333,-76.75,-60.5,-128.0,-56.4,-128.0,-128.0,-128.0,-128.0,-128.0,-64.33333333333333,-78.0,-75.0,-128.0,-128.0,-128.0,-128.0
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-85.0,-86.5,-128.0,-128.0,-128.0,-73.25,-128.0,-128.0,-128.0,-83.0,-88.0,-67.0,-75.5,-128.0,-128.0,-128.0
20,17.942999999999994,1.181,19,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-66.5,-62.6,-68.0,-83.25,-128.0,-128.0
10,10.474,5.134,9,1,-128.0,-90.0,-128.0,-128.0,-83.5,-128.0,-128.0,-128,-86.0,-88.0,-71.75,-70.25,-89.0,-88.0,-85.33333333333333,-84.5,-84.66666666666667,-128.0,-72.66666666666667,-67.5,-67.25,-80.66666666666667,-128.0,-128.0,-128.0,-128.0
20,17.942999999999994,1.181,19,1,-128.0,-128.0,-128.0,-128.0,-94.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-91.0,-128.0,-128.0,-128.0,-128.0,-89.0,-128.0,-128.0,-128.0,-66.66666666666667,-62.0,-128.0,-83.25,-128.0,-128.0
5,13.253,7.5539999999999985,4,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-86.0,-84.25,-128.0,-81.0,-89.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-92.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
15,21.124,1.181,14,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-89.0,-128.0,-128.0,-128.0,-81.0,-69.0,-56.5,-69.5,-91.0,-128.0
19,23.37,1.181,18,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-94.0,-128.0,-128.0,-128.0,-128.0,-128.0,-89.0,-71.2,-66.0,-54.0,-85.0,-83.6,-92.33333333333331
21,10.414,6.129,20,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-79.0,-76.0,-71.33333333333333,-77.0,-128.0,-83.0,-128.0,-88.0,-128.0,-128.0,-77.75,-63.0,-75.8,-83.0,-128.0,-128.0,-128.0,-128.0
3,13.253,10.033,2,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-78.0,-74.75,-128.0,-78.0,-88.0,-82.0,-75.66666666666667,-128.0,-128.0,-128.0,-69.5,-76.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-76.0,-128.0,-128.0,-69.0,-71.0,-80.0,-128.0,-84.5,-68.5,-68.0,-70.0,-128.0,-128.0,-128.0
8,13.253,3.263,7,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-88.5,-128.0,-72.5,-70.0,-90.0,-83.75,-84.0,-128.0,-128.0,-82.0,-77.0,-74.0,-77.0,-128.0,-128.0,-128.0,-128.0
21,10.414,6.129,20,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-84.0,-86.0,-74.25,-70.0,-90.0,-83.0,-128.0,-128.0,-128.0,-128.0,-128.0,-59.4,-83.75,-128.0,-128.0,-128.0,-128.0,-128.0
12,6.474,1.181,11,1,-128.0,-128.0,-128.0,-128.0,-70.33333333333333,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-65.0,-75.0,-78.0,-128.0,-128.0,-128.0
18,26.342,6.574,17,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-70.25,-72.5,-70.0
15,21.124,1.181,14,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-78.5,-70.0,-57.75,-128.0,-128.0,-128.0
15,21.124,1.181,14,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-84.0,-92.0,-128.0,-128.0,-128.0,-82.0,-69.33333333333333,-57.5,-128.0,-128.0,-128.0
2,14.227,10.88,1,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-73.0,-56.0,-83.0,-78.0,-85.5,-78.5,-81.5,-128.0,-128.0,-128.0,-86.5,-78.2,-97.0,-128.0,-128.0,-128.0,-128.0,-128.0
13,10.474,1.181,12,1,-128.0,-91.5,-97.0,-128.0,-78.0,-128.0,-93.0,-128,-128.0,-128.0,-86.0,-78.0,-91.0,-128.0,-128.0,-80.0,-128.0,-81.5,-76.0,-68.66666666666667,-62.5,-128.0,-87.0,-84.5,-128.0,-128.0
11,2.736,1.181,10,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-91.0,-85.0,-89.0,-128.0,-93.5,-128.0,-128.0
1,10.446,10.737,0,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-70.0,-85.0,-128.0,-128.0,-128.0,-81.0,-81.33333333333333,-128.0,-128.0,-128.0,-76.5,-78.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-74.0,-128.0,-84.0,-63.0,-77.0,-57.0,-78.0,-128.0,-128.0,-128.0,-76.0,-82.0,-128.0,-82.5,-90.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-74.0,-83.0,-73.0,-62.5,-74.0,-58.0,-128.0,-128.0,-128.0,-128.0,-77.5,-68.25,-79.33333333333333,-82.75,-87.0,-128.0,-128.0,-128.0
2,14.227,10.88,1,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-80.5,-57.8,-86.5,-82.25,-85.0,-82.66666666666667,-78.5,-128.0,-128.0,-128.0,-83.25,-80.5,-92.0,-87.5,-90.0,-128.0,-128.0,-128.0
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-76.0,-128.0,-128.0,-67.0,-70.0,-73.0,-128.0,-82.0,-128.0,-64.0,-77.0,-128.0,-128.0,-128.0
5,13.253,7.5539999999999985,4,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-82.0,-87.75,-128.0,-81.75,-128.0,-75.0,-71.0,-128.0,-128.0,-128.0,-128.0,-86.0,-128.0,-91.0,-128.0,-128.0,-128.0,-128.0
14,13.939,1.181,13,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-73.75,-128.0,-83.5,-128.0,-128.0,-86.33333333333331,-67.0,-74.5,-128.0,-128.0,-128.0
10,10.474,5.134,9,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-87.66666666666669,-79.0,-70.5,-128.0,-128.0,-87.0,-128.0,-128.0,-128.0,-67.0,-128.0,-65.75,-128.0,-128.0,-128.0,-128.0,-128.0
9,10.414,7.124,8,1,-128.0,-128.0,-128.0,-128.0,-92.5,-128.0,-128.0,-128,-82.0,-76.5,-77.5,-78.0,-91.0,-78.0,-74.25,-86.0,-128.0,-92.33333333333331,-65.0,-61.0,-74.0,-128.0,-128.0,-128.0,-128.0,-128.0
2,14.227,10.88,1,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-77.0,-57.0,-89.5,-73.5,-87.0,-77.0,-79.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-94.0,-128.0,-128.0,-128.0,-128.0
13,10.474,1.181,12,1,-128.0,-128.0,-128.0,-128.0,-76.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-82.0,-92.0,-128.0,-128.0,-66.5,-60.8,-80.0,-85.0,-128.0,-128.0,-128.0
21,10.414,6.129,20,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-83.0,-128.0,-72.0,-128.0,-87.5,-88.0,-81.5,-128.0,-128.0,-128.0,-77.33333333333333,-62.66666666666666,-76.0,-128.0,-128.0,-128.0,-128.0,-128.0
12,6.474,1.181,11,1,-89.0,-128.0,-128.0,-128.0,-70.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-85.0,-128.0,-128.0,-128.0,-80.0,-65.0,-79.0,-77.0,-82.0,-128.0,-128.0
10,10.474,5.134,9,1,-128.0,-88.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-85.5,-128.0,-79.25,-71.5,-87.5,-90.0,-84.66666666666667,-85.0,-84.0,-128.0,-71.2,-67.0,-66.0,-80.5,-128.0,-128.0,-128.0,-128.0
4,14.227,8.273,3,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-85.0,-75.0,-82.5,-80.33333333333333,-89.75,-70.8,-71.0,-128.0,-128.0,-128.0,-75.4,-81.66666666666667,-128.0,-128.0,-94.0,-128.0,-128.0,-128.0
17,26.342,3.903,16,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-91.0,-128.0,-128.0,-128.0
3,13.253,10.033,2,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-85.0,-76.0,-80.66666666666667,-77.0,-85.25,-80.0,-76.33333333333333,-128.0,-128.0,-128.0,-68.66666666666667,-76.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
9,10.414,7.124,8,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-77.0,-73.75,-81.66666666666667,-75.0,-128.0,-92.0,-89.33333333333331,-97.0,-128.0,-95.0,-69.0,-70.6,-81.66666666666667,-128.0,-128.0,-128.0,-128.0,-128.0
3,13.253,10.033,2,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-85.5,-77.4,-83.5,-76.0,-85.33333333333333,-77.0,-75.8,-128.0,-128.0,-128.0,-68.5,-76.5,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
11,2.736,1.181,10,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-91.0,-128.0,-128.0,-128.0
4,14.227,8.273,3,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-76.0,-76.0,-83.5,-73.0,-80.0,-72.25,-128.0,-88.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
12,6.474,1.181,11,1,-128.0,-128.0,-128.0,-128.0,-68.5,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-75.0,-68.0,-77.75,-72.0,-128.0,-128.0,-128.0
6,13.253,5.959,5,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-72.0,-60.33333333333334,-128.0,-57.0,-67.0,-128.0,-128.0,-128.0,-75.0,-75.75,-81.33333333333333,-76.0,-128.0,-128.0,-128.0,-128.0
1,10.446,10.737,0,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-83.0,-76.75,-128.0,-88.33333333333331,-92.0,-88.25,-87.0,-128.0,-128.0,-128.0,-74.0,-82.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0
7,14.227,4.933,6,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-87.0,-81.0,-77.0,-62.75,-70.75,-55.4,-89.0,-128.0,-92.0,-92.0,-82.0,-65.0,-86.0,-71.25,-128.0,-128.0,-128.0,-128.0
9,10.414,7.124,8,1,-128.0,-128.0,-128.0,-128.0,-91.0,-128.0,-128.0,-128,-85.5,-76.0,-79.33333333333333,-76.5,-128.0,-77.75,-73.33333333333333,-88.0,-128.0,-90.0,-65.25,-61.6,-73.0,-128.0,-128.0,-128.0,-128.0,-128.0
20,17.942999999999994,1.181,19,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-82.0,-128.0,-128.0,-128.0,-128.0,-64.25,-63.0,-65.5,-128.0,-128.0,-128.0
5,13.253,7.5539999999999985,4,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-85.0,-85.66666666666667,-91.0,-128.0,-128.0,-76.0,-128.0,-128.0,-128.0,-128.0,-66.0,-86.33333333333331,-90.0,-128.0,-128.0,-128.0,-128.0,-128.0
15,21.124,1.181,14,1,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128,-128.0,-128.0,-128.0,-96.0,-128.0,-128.0,-128.0,-128.0,-95.0,-128.0,-128.0,-128.0,-81.0,-78.5,-69.5,-76.33333333333333,-92.5,-128.0
